,Unnamed: 0,Agency,Organization,Account Type,Character Code,Object,2015,2016 adjusted,2017 adjusted,2018 adjusted
6207,6207,44 -  STREETS,44222 - ST DROP OFF SITES,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,2137.64,2241.607730822468,2549.142959870488,1864.240480774722
6208,6208,40 -  ENGINEERING,40120 - ENG STREETS ADMIN,Expense,53 - SUPPLIES,53145 - SOFTWARE LICENSES & SUPPLIES,2138.0,0.0,0.0,0.0
6209,6209,50 -  LIBRARY,50222759 - LIB COMM ENGAGE TEEN SMB,Expense,54 - PURCHASED SERVICES,54695 - PROGRAM SERVICES,2138.52,5048.390733778772,8031.385313594173,2181.735057883873
6210,6210,14 -  COMMON COUNCIL,14100616 - COMMON COUNCIL DIST 16,Expense,54 - PURCHASED SERVICES,54230 - FACILITY RENTAL,2143.7,2103.7057566773183,1978.1295840636521,2406.1447941226857
6211,6211,11 -  ATTORNEY,11100 - ATTY ORDINANCE ENFORCEMENT,Expense,52 - BENEFITS,52713 - HOME PURCHASE ASSISTANCE B,2144.48,2173.3153061398857,2096.1723084195432,4611.2456222006485
6212,6212,31 -  POLICE,31100 - POLICE FIELD,Expense,53 - SUPPLIES,53211 - GUN AMMUNITION SUPPLIES,2145.0,0.0,0.0,0.0
6213,6213,30 -  FIRE,30110 - FIRE GEN FIELD OP,Expense,54 - PURCHASED SERVICES,54525 - IN SERVICE TRAINING,2150.85,2486.493907961517,2599.150873244622,2349.285880250953
6214,6214,50 -  LIBRARY,50400758 - LIB FACILITIES SEQUOYA,Expense,54 - PURCHASED SERVICES,54113 - WATER,2151.74,0.0,481.4801075921038,0.0
6215,6215,44 -  STREETS,44501 - ST STREET REPAIR MAINT ADMIN,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,2154.22,5907.502702113843,5236.430719804561,6127.486477446093
6216,6216,15 -  FINANCE,15100 - FIN ACCOUNTING,Expense,53 - SUPPLIES,53150 - POSTAGE,2156.58,1081.6268306020268,353.9439282830861,1881.3842045148606
6217,6217,65 -  PLANNING,65201 - PL COMP PLAN AND DEVELOP ADMIN,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,2159.34,0.0,0.0,0.0
6218,6218,30 -  FIRE,30252 - FIRE INSPECTION ELEVATOR,Expense,53 - SUPPLIES,53245 - UNIFORM CLOTHING SUPPLIES,2160.0,2822.4102428271162,2933.370912483111,2860.439289239881
6219,6219,40 -  ENGINEERING,40121 - ENG STREETS GENERAL,Expense,51 - SALARIES,51320 - OVERTIME WAGES HOURLY,2165.0,0.0,0.0,0.0
6220,6220,15 -  FINANCE,15100 - FIN ACCOUNTING,Expense,54 - PURCHASED SERVICES,54320 - COMMUNICATION DEVICE RPR MAIN,2167.26,0.0,0.0,0.0
6221,6221,51 -  PARKS,51243 - PARK MTC CENTRAL PARKS,Expense,54 - PURCHASED SERVICES,54130 - SYSTEMS COMMUNICATION INTERNET,2168.0,0.0,0.0,175.67352434875545
6222,6222,51 -  PARKS,51180 - PARK COM REC OLBRICH GENERAL,Expense,54 - PURCHASED SERVICES,54220 - PEST CONTROL,2172.0,4428.708282779951,5776.558851458477,4386.637310011177
6223,6223,40 -  ENGINEERING,40110 - ENG ADMIN DIVISION,Expense,54 - PURCHASED SERVICES,54350 - LEASE RENTAL OF EQUIPMENT,2178.26,958.9658717681438,1493.2651906915264,1044.5095004609498
6224,6224,14 -  COMMON COUNCIL,14100613 - COMMON COUNCIL DIST 13,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,2180.0,0.0,1387.6541407482086,238.2911407895703
6225,6225,65 -  PLANNING,65114 - PL SPECIAL PROJECTS,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,2180.25,2184.6247534988643,1978.2071608150566,5488.034092336812
6226,6226,31 -  POLICE,31106 - SET,Expense,53 - SUPPLIES,53245 - UNIFORM CLOTHING SUPPLIES,2181.29,2177.4746475503684,1778.5924823573214,1310.8660422768473
6227,6227,40 -  ENGINEERING,40130 - ENG SIDEWALKS ADMIN,Expense,57 - INTER DEPART CHARGES,57183 - ID CHARGE FROM SEWER,2192.93,2416.9536808557905,5002.759847480244,3134.984725021008
6228,6228,30 -  FIRE,30260 - FIRE COMMUNITY EDUCATION,Expense,53 - SUPPLIES,53413 - EQUIPMENT SUPPLIES,2194.76,2158.817030366206,2332.9947362696666,2709.8714386528845
6229,6229,50 -  LIBRARY,50400752 - LIB FACILITIES HAWTHORNE,Expense,54 - PURCHASED SERVICES,54113 - WATER,2195.18,1810.6702511150227,1765.1620072704154,2398.334140063472
6230,6230,51 -  PARKS,51150 - PARK COM REC COM SERVICES,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,2205.65,15337.630870315625,393.7989843171542,10245.573454186484
6231,6231,51 -  PARKS,51245 - PARK MTC CONSTRUCTION,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,2211.06,1523.8638544746148,1584.5439358128601,1694.278379006796
6232,6232,51 -  PARKS,51247 - PARK MTC PARK RANGERS,Expense,54 - PURCHASED SERVICES,54650 - ADVERTISING SERVICES,2220.86,20918.308369503924,9702.863696449713,5091.0618549762185
6233,6233,50 -  LIBRARY,50400754 - LIB FACILITIES LAKEVIEW,Expense,54 - PURCHASED SERVICES,54114 - SEWER,2233.01,2728.8349642851044,2410.6296702377317,3112.1674026906417
6234,6234,44 -  STREETS,44301 - ST SNOW AND ICE ADMIN,Expense,53 - SUPPLIES,53150 - POSTAGE,2233.01,2728.8349642851044,2410.6296702377317,3112.1674026906417
6235,6235,40 -  ENGINEERING,40116 - ENG ADMIN INSPECTION SURVEY,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,2234.16,2716.753067807037,3930.852782042326,10962.08276414871
6236,6236,30 -  FIRE,30132 - FIRE APPLICANT HIRE AND TRAINI,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,2236.64,3894.143782788496,1393.9087663301975,4403.516265817106
6237,6237,51 -  PARKS,51160 - PARK COM REC REC SERVICES,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,2239.57,1951.3946355029989,1348.3615161618234,2209.753178921949
6238,6238,44 -  STREETS,44101 - ST SOLID WASTE ADMIN,Expense,53 - SUPPLIES,53215 - JANITORIAL SUPPLIES,2240.78,2290.4304764264602,1982.2217577002398,1556.5801412219657
6239,6239,14 -  COMMON COUNCIL,14100 - COMMON COUNCIL,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,2246.65,3373.3942381961406,3066.502314987178,3056.717432468815
6240,6240,50 -  LIBRARY,50221754 - LIB COMM ENGAGE YOUTH LAKEVIEW,Expense,53 - SUPPLIES,53155 - PROGRAM SUPPLIES,2247.2,94.08034142757052,3565.786287026618,2213.857081902213
6241,6241,45 -  TRAFFIC ENGINEERING,45881 - TE PED BIKE SAFETY EDUCATION,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,2248.17,5.991432269861071,25.774875654149124,807.1355914434663
6242,6242,30 -  FIRE,30280 - FIRE COMMUNITY OUTREACH & EDUC,Expense,53 - SUPPLIES,53145 - SOFTWARE LICENSES & SUPPLIES,2249.17,1597.365359114134,2782.7653467251757,2019.0446183090887
6243,6243,10 -  ASSESSOR,10140 - ASSESSOR TAX ROLL PREPARATION,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,2250.0,0.0,0.0,0.0
6244,6244,62 -  COMMUNITY DEVELOPMENT,62471 - SENIOR CENTER,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,2256.0,2835.086330935252,4954.565290670193,1933.7515195026638
6245,6245,51 -  PARKS,51190 - PARK COM REC WPCRC GENERAL,Expense,54 - PURCHASED SERVICES,54650 - ADVERTISING SERVICES,2256.05,1443.0835023667526,3631.998044350369,278.60205877313933
6246,6246,44 -  STREETS,44330 - ST SNOW PLOW AND SPREAD,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,2262.84,1798.5289354739484,534.8917009341104,1480.2135041974989
6247,6247,50 -  LIBRARY,50100752 - LIB PUBLIC SERVICE HAWTHORNE,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,2266.71,2516.510488473829,197.49101488803646,5315.594519184486
6248,6248,50 -  LIBRARY,50400754 - LIB FACILITIES LAKEVIEW,Expense,54 - PURCHASED SERVICES,54685 - SECURITY SERVICES,2267.19,912.9259236316409,162.5717796620805,762.834242451437
6249,6249,40 -  ENGINEERING,40471 - ENG FAC MAINT BUILDING MAINT,Expense,54 - PURCHASED SERVICES,54215 - WASTE DISPOSAL,2267.85,1115.9612036261726,3227.3868003062107,148.63882706631966
6250,6250,10 -  ASSESSOR,10140 - ASSESSOR TAX ROLL PREPARATION,Expense,51 - SALARIES,51210 - HOURLY WAGES,2270.04,2187.5164860985324,2953.249955030517,4392.282540608454
6251,6251,51 -  PARKS,51150 - PARK COM REC COM SERVICES,Expense,54 - PURCHASED SERVICES,54650 - ADVERTISING SERVICES,2270.65,1114.218241511304,793.852594216297,2738.513655535885
6252,6252,40 -  ENGINEERING,40471 - ENG FAC MAINT BUILDING MAINT,Expense,53 - SUPPLIES,53245 - UNIFORM CLOTHING SUPPLIES,2271.93,2406.436489003572,2545.118665891379,2327.612733636282
6253,6253,14 -  COMMON COUNCIL,14100601 - COMMON COUNCIL DIST 1,Expense,51 - SALARIES,51110 - PERMANENT WAGES,2278.84,960.8969945658673,4401.443053156022,3622.242827947428
6254,6254,14 -  COMMON COUNCIL,14100603 - COMMON COUNCIL DIST 3,Expense,51 - SALARIES,51110 - PERMANENT WAGES,2280.0,0.0,0.0,0.0
6255,6255,14 -  COMMON COUNCIL,14100608 - COMMON COUNCIL DIST 8,Expense,51 - SALARIES,51110 - PERMANENT WAGES,2286.8,20849.936719270663,1143.772228520274,471.85428275395066
6256,6256,14 -  COMMON COUNCIL,14100613 - COMMON COUNCIL DIST 13,Expense,51 - SALARIES,51110 - PERMANENT WAGES,2290.11,1501.1558310121493,3967.430220329554,315.2251376730601
6257,6257,14 -  COMMON COUNCIL,14100618 - COMMON COUNCIL DIST 18,Expense,51 - SALARIES,51110 - PERMANENT WAGES,2291.32,2798.0681923819616,2867.9543168612563,3159.2488149918818
6258,6258,14 -  COMMON COUNCIL,14100614 - COMMON COUNCIL DIST 14,Expense,51 - SALARIES,51110 - PERMANENT WAGES,2292.0,0.0,0.0,0.0
6259,6259,14 -  COMMON COUNCIL,14100617 - COMMON COUNCIL DIST 17,Expense,51 - SALARIES,51110 - PERMANENT WAGES,2298.4,0.0,584.7347637115092,0.0
6260,6260,11 -  ATTORNEY,11100 - ATTY ORDINANCE ENFORCEMENT,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,2301.93,102.02270288282438,178.1937979761641,8780.461178236643
6261,6261,45 -  TRAFFIC ENGINEERING,45205 - TE STLIGHT MAINTENANCE,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,2305.76,4582.861398007484,4972.291578366123,6181.5180480203635
6262,6262,50 -  LIBRARY,50223 - LIB COM ENGAGE ADULT,Expense,54 - PURCHASED SERVICES,54650 - ADVERTISING SERVICES,2306.45,1019.8507074625336,153.32075205709245,124.74352100380995
6263,6263,60 -  BUILDING INSPECTION,60400 - BI CONSUMER PROTECTION,Expense,57 - INTER DEPART CHARGES,57175 - ID CHARGE FROM INSURANCE,2308.13,1297.5164561937152,1603.763575973328,766.6450095045402
6264,6264,45 -  TRAFFIC ENGINEERING,45405 - TE COMM MAINTENANCE,Expense,53 - SUPPLIES,53315 - BUILDING SUPPLIES,2315.4,2421.4200212751416,4179.864456956884,4763.553376355315
6265,6265,51 -  PARKS,51190 - PARK COM REC WPCRC GENERAL,Expense,54 - PURCHASED SERVICES,54350 - LEASE RENTAL OF EQUIPMENT,2316.63,2074.0952071122197,2429.2093021991127,0.0
6266,6266,64 -  PCED OFFICE OF DIRECTOR,64100 - PCED ADMIN AND SUPPORT,Expense,57 - INTER DEPART CHARGES,57175 - ID CHARGE FROM INSURANCE,2323.0,0.0,0.0,0.0
6267,6267,50 -  LIBRARY,50100751 - LIB PUBLIC SERVICE CENTRAL,Expense,54 - PURCHASED SERVICES,54130 - SYSTEMS COMMUNICATION INTERNET,2325.95,11707.47652557289,4526.603444453276,7640.446101506856
6268,6268,31 -  POLICE,31120 - CENTRAL,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,2329.53,1390.7748325330233,2593.478073298167,5450.985493542624
6269,6269,40 -  ENGINEERING,40471 - ENG FAC MAINT BUILDING MAINT,Expense,54 - PURCHASED SERVICES,54645 - CONSULTING SERVICES,2330.95,5376.632093422649,2551.7514781364653,1512.6948561265533
6270,6270,30 -  FIRE,30132 - FIRE APPLICANT HIRE AND TRAINI,Expense,52 - BENEFITS,52420 - HEALTH INSURANCE RETIREE,2334.36,2577.108131547019,3237.1129855135523,3304.2659949581066
6271,6271,31 -  POLICE,31165 - TRAINING SERVICES GENERAL,Expense,53 - SUPPLIES,53250 - FOOD AND BEVERAGE,2335.97,24754.95420888942,24848.308632467553,28695.19883783541
6272,6272,62 -  COMMUNITY DEVELOPMENT,62446 - CHILDREN AND FAMILIES,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,2337.09,2312.75227532938,523.643071980456,3450.190950698767
6273,6273,45 -  TRAFFIC ENGINEERING,45405 - TE COMM MAINTENANCE,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,2337.75,20855.70037808233,353.5463474321379,523.4651179297235
6274,6274,50 -  LIBRARY,50400751 - LIB FACILITIES CENTRAL,Expense,54 - PURCHASED SERVICES,54685 - SECURITY SERVICES,2338.08,2110.3706061279245,1776.4591216936974,2843.125357542037
6275,6275,60 -  BUILDING INSPECTION,60300 - BI ZONING AND SIGNS,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,2338.36,2850.39666860336,2196.5760189248317,604.6448577582337
6276,6276,45 -  TRAFFIC ENGINEERING,45667 - TE SERVICES GEOMETRICS,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,2338.45,0.0,0.0,0.0
6277,6277,50 -  LIBRARY,50100751 - LIB PUBLIC SERVICE CENTRAL,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,2340.0,2970.958150344333,2909.1281776692012,73756.78167296224
6278,6278,30 -  FIRE,30113 - FIRE HEAVY URBAN RESCUE TEAM,Expense,53 - SUPPLIES,53235 - SAFETY SUPPLIES,2341.82,2727.67629060647,2884.7108951646305,2683.1487892929113
6279,6279,31 -  POLICE,31146 - SPECIAL INVESTIGATIONS UNITS,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,2350.06,2330.201702865736,2495.2271176443523,2319.981743532425
6280,6280,30 -  FIRE,30110705 - FIRE GEN FIELD OP STATION 5,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,2356.79,455.67565790597934,518.7945250176741,462.6630530377816
6281,6281,65 -  PLANNING,65226 - PL GEO GIS ADMINISTRATION MAIN,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,2361.01,3217.438741690733,2102.475419471159,3123.0323439909275
6282,6282,40 -  ENGINEERING,40123 - ENG STREETS INSPECT,Expense,51 - SALARIES,51210 - HOURLY WAGES,2362.37,2187.2193902834974,2139.382558951856,1799.2777769166128
6283,6283,40 -  ENGINEERING,40110 - ENG ADMIN DIVISION,Expense,54 - PURCHASED SERVICES,54545 - MEDICAL SERVICES,2365.2,1742.3085040755993,1947.5158585406464,2406.49466603575
6284,6284,44 -  STREETS,44222 - ST DROP OFF SITES,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,2366.74,4086.24593678976,3326.539585695103,2364.434388486861
6285,6285,45 -  TRAFFIC ENGINEERING,45804 - TE PED BIKE INSTALL OR REMOVE,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,2366.87,1975.6475572036436,1764.5510903531049,0.0
6286,6286,50 -  LIBRARY,50222759 - LIB COMM ENGAGE TEEN SMB,Expense,53 - SUPPLIES,53155 - PROGRAM SUPPLIES,2370.07,4224.821328115655,2293.5954436501,1942.3753893598102
6287,6287,14 -  COMMON COUNCIL,14100618 - COMMON COUNCIL DIST 18,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,2373.0,2274.763623780311,2472.7589510188204,2520.9689735912475
6288,6288,65 -  PLANNING,65223 - PL TRANSPORTATION PLAN NON MPO,Expense,53 - SUPPLIES,53130 - FURNITURE,2374.0,4798.097412806097,4209.702414965845,2735.383720313609
6289,6289,50 -  LIBRARY,50400755 - LIB FACILITIES MEADOWRIDGE,Expense,53 - SUPPLIES,53315 - BUILDING SUPPLIES,2377.17,2465.954683948803,777.7457212059352,1289.5900475634928
6290,6290,62 -  COMMUNITY DEVELOPMENT,62223 - ADULT WKFORCE PREPAREDNESS GF,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,2378.05,1099.908126420479,650.1125709576618,996.7378003312313
6291,6291,45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,2380.2,1244.4452404347305,12926.798331318423,15621.6296223475
6292,6292,45 -  TRAFFIC ENGINEERING,45205 - TE STLIGHT MAINTENANCE,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,2380.8,2493.327111707309,1553.7362684113434,921.4586030365581
6293,6293,44 -  STREETS,44301 - ST SNOW AND ICE ADMIN,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,2387.41,3583.5598177515003,2449.699261663829,9101.719242410645
6294,6294,51 -  PARKS,51210 - PARK MTC FOREST ADMIN,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,2388.94,1657.1212307113929,673.2304428762063,736.0075771173098
6295,6295,15 -  FINANCE,15300 - FIN RISK MGMT,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,2392.62,917.4417800201643,3291.533076623817,1100.5646545324012
6296,6296,50 -  LIBRARY,50100755 - LIB PUBLIC SERVICE MEADOWRIDGE,Expense,54 - PURCHASED SERVICES,54515 - MILEAGE,2393.35,0.0,0.0,0.0
6297,6297,50 -  LIBRARY,50300752 - LIB COL RES & ACCESS HAW,Expense,53 - SUPPLIES,53225 - LIBRARY MATERIALS,2393.56,5176.221159794254,3933.170387490536,2846.4160447243685
6298,6298,40 -  ENGINEERING,40138 - ENG SIDEWALKS PATH MAINT,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,2394.9,2877.8978378817133,3053.79912194469,3465.159794979318
6299,6299,40 -  ENGINEERING,40114 - ENG ADMIN CONTRACT MANAGEMENT,Expense,54 - PURCHASED SERVICES,54633 - DELIVERY FREIGHT CHARGES,2397.14,1539.3128368564057,865.6110892654706,811.4664383673403
6300,6300,11 -  ATTORNEY,11300 - ATTY COUNSEL REPRESENTATION,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,2398.07,2313.425692510125,3704.726248792099,2087.562777283741
6301,6301,51 -  PARKS,51190 - PARK COM REC WPCRC GENERAL,Expense,53 - SUPPLIES,53315 - BUILDING SUPPLIES,2405.47,3029.1295109280745,866.7553463486873,875.4929984580617
6302,6302,40 -  ENGINEERING,40116 - ENG ADMIN INSPECTION SURVEY,Expense,51 - SALARIES,51210 - HOURLY WAGES,2410.73,2218.374838086775,2955.8972616721962,0.0
6303,6303,30 -  FIRE,30270 - FIRE INVESTIGATION,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,2415.43,2628.683965036997,2741.0969341270275,2667.4234652003297
6304,6304,50 -  LIBRARY,50400753 - LIB FACILITIES ASHMAN,Expense,54 - PURCHASED SERVICES,54114 - SEWER,2416.67,24.75798458620277,0.0,101.55741476507878
6305,6305,45 -  TRAFFIC ENGINEERING,45600 - TE SERVICES,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,2417.92,2318.0801936123307,1644.1907605490046,998.2696719505929
6306,6306,15 -  FINANCE,15300 - FIN RISK MGMT,Expense,53 - SUPPLIES,53100 - PURCHASING CARD UNALLOCATED,2423.69,303.03773133512186,0.0,37.540310672007706
6307,6307,17 -  INFORMATION TECHNOLOGY,17200 - IT TECHNICAL SERVICES,Expense,54 - PURCHASED SERVICES,54635 - STORAGE SERVICES,2428.63,3381.0692134178644,2516.706180689477,2520.9689735912475
6308,6308,45 -  TRAFFIC ENGINEERING,45405 - TE COMM MAINTENANCE,Expense,51 - SALARIES,51120 - PREMIUM PAY,2436.75,2302.363824997009,2020.0598181977905,1963.4433521248566
6309,6309,51 -  PARKS,51244 - PARK MTC MALL CONCOURSE,Expense,54 - PURCHASED SERVICES,54350 - LEASE RENTAL OF EQUIPMENT,2438.11,1836.4086518908387,1877.5707200555528,1670.0142890359216
6310,6310,45 -  TRAFFIC ENGINEERING,45200 - TE STLIGHT,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,2438.42,8589.525269143354,4948.048843552213,6619.453667202402
6311,6311,11 -  ATTORNEY,11100 - ATTY ORDINANCE ENFORCEMENT,Expense,54 - PURCHASED SERVICES,54688 - TRANSCRIPTION SERVICES,2441.27,2647.193034313642,9919.10889098979,9498.644199782986
6312,6312,65 -  PLANNING,65225 - PL RESEARCH INFORMATION SERVIC,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,2444.41,3069.0789948563715,2751.899496760106,2782.2949246571434
6313,6313,50 -  LIBRARY,50400759 - LIB FACILITIES SOUTH MADISON,Expense,54 - PURCHASED SERVICES,54113 - WATER,2444.64,2379.668156068969,3043.4717169139644,2861.5929209532283
6314,6314,44 -  STREETS,44221 - ST LEAF COLLECTION,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,2448.57,9502.213516122967,0.0,0.0
6315,6315,31 -  POLICE,31140 - WEST,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,2459.76,0.0,0.0,2372.62328245209
6316,6316,11 -  ATTORNEY,11100 - ATTY ORDINANCE ENFORCEMENT,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,2461.0,3660.2204412242177,5203.460600457644,3704.8598794187956
6317,6317,62 -  COMMUNITY DEVELOPMENT,62448 - CHILD CARE SERVICES,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,2461.89,2815.755296570345,3479.278512116661,3560.154747375033
6318,6318,30 -  FIRE,30112 - FIRE FITNESS WELLNESS,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,2461.9,2271.62431133478,1887.3066023568194,1774.6259910420727
6319,6319,62 -  COMMUNITY DEVELOPMENT,62550 - CD DIVISION 26 PRGM ADMIN,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,2473.12,115.86736786342895,172.11372008483548,31.772152105276042
6320,6320,44 -  STREETS,44601 - ST ROADSIDE CLEANUP ADMIN,Expense,54 - PURCHASED SERVICES,54112 - ELECTRICITY,2475.0,0.0,1408.9877473844494,1405.1612508464345
6321,6321,51 -  PARKS,51210 - PARK MTC FOREST ADMIN,Expense,54 - PURCHASED SERVICES,54635 - STORAGE SERVICES,2475.0,4728.775055964729,703.0393096033902,1654.7995888164605
6322,6322,40 -  ENGINEERING,40127 - ENG STREETS PAVEMENT RATING,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,2481.39,2461.6566978246383,2359.642350377116,2218.74583268746
6323,6323,15 -  FINANCE,15300 - FIN RISK MGMT,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,2483.0,16951.574175908678,18267.424325353168,29867.014434663422
6324,6324,10 -  ASSESSOR,10130 - ASSESSOR COMMERCIAL,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,2486.46,6240.695658674959,2496.21622122476,5331.319843277068
6325,6325,51 -  PARKS,51246 - PARK MTC CONSERVATION,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,2488.17,2808.080321348622,2426.59108683921,1876.4198057484114
6326,6326,50 -  LIBRARY,50222755 - LIB COMM ENGAGE TEEN MEA,Expense,53 - SUPPLIES,53145 - SOFTWARE LICENSES & SUPPLIES,2494.33,0.0,0.0,0.0
6327,6327,50 -  LIBRARY,50222759 - LIB COMM ENGAGE TEEN SMB,Expense,53 - SUPPLIES,53145 - SOFTWARE LICENSES & SUPPLIES,2498.7,0.0,0.0,0.0
6328,6328,62 -  COMMUNITY DEVELOPMENT,62471 - SENIOR CENTER,Expense,54 - PURCHASED SERVICES,54535 - MEMBERSHIPS,2499.98,1539.085063398213,1268.5641302483573,1785.3680043729044
6329,6329,15 -  FINANCE,15200 - FIN BUDGET AND PROGRAM MGMT,Expense,54 - PURCHASED SERVICES,54535 - MEMBERSHIPS,2500.0,419.7765802559852,0.0,0.0
6330,6330,50 -  LIBRARY,50400751 - LIB FACILITIES CENTRAL,Expense,54 - PURCHASED SERVICES,54880 - PERMITS AND LICENSES,2502.43,1599.138030810506,239.76064730956998,0.0
6331,6331,30 -  FIRE,30110705 - FIRE GEN FIELD OP STATION 5,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,2502.55,0.0,0.0,0.0
6332,6332,50 -  LIBRARY,50100754 - LIB PUBLIC SERVICE LAKEVIEW,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,2503.0,0.0,1740.6283596387384,0.0
6333,6333,44 -  STREETS,44301 - ST SNOW AND ICE ADMIN,Expense,53 - SUPPLIES,53245 - UNIFORM CLOTHING SUPPLIES,2503.75,1524.3094981971667,2646.734513137364,1699.7155776557645
6334,6334,63 -  ECONOMIC DEVELOPMENT,63333 - EDD RE CSM PLATS TITLES,Expense,51 - SALARIES,51110 - PERMANENT WAGES,2509.28,0.0,0.0,0.0
6335,6335,51 -  PARKS,51243 - PARK MTC CENTRAL PARKS,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,2509.97,0.0,3173.800659273545,4059.128831390273
6336,6336,31 -  POLICE,31140662 - WEXFORD,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,2511.0,15965.582488166236,0.0,0.0
6337,6337,50 -  LIBRARY,50400758 - LIB FACILITIES SEQUOYA,Expense,54 - PURCHASED SERVICES,54114 - SEWER,2513.0,3054.144978553974,4461.6329151519985,4500.109281815734
6338,6338,65 -  PLANNING,65300 - PL METROPOLITAN PLANNING ORG,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,2513.01,341.18483398554315,2192.144447000849,139.9771332185718
6339,6339,30 -  FIRE,30110712 - FIRE GEN FIELD OP STATION 12,Expense,54 - PURCHASED SERVICES,54110 - NATURAL GAS,2519.99,8417.893016797963,9295.1590794433,7591.5018576684915
6340,6340,31 -  POLICE,31294 - PROPERTY,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,2522.06,0.0,0.0,0.0
6341,6341,45 -  TRAFFIC ENGINEERING,45800 - TE BICYCLE AND PEDESTRIAN SVCS,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,2523.77,1083.9342747654607,595.8185420684289,602.6118182634021
6342,6342,31 -  POLICE,31130 - NORTH,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,2524.26,3759.6782169039116,2542.907728476351,4445.425247403588
6343,6343,15 -  FINANCE,15300 - FIN RISK MGMT,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,2527.38,2828.7878996565223,3002.8505904597773,2769.8130077586416
